reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion;
"def260dd-0bdd-4bc0-ab11-f0f013e8d172,Hermita,https://play-lh.googleusercontent.com/a-/ALV-UjXPt8NSFEc_FsnEZYioDMaOIar2HMdNJ_00_GuLTfMVazhXCbmY,""Saat pembayaran aplikasi force close, pas buka ulang mau bayar malah statusnya sudah booking. Gabisa di klik dibayar harus nunggu cancel otomatis dulu, muncul pop-up (Pembayaran sedang diproses). Apanya yang diproses? kan force close, harusnya bisa dibuka ulang ke menu payment👎🏻"",2,18,4.46.0,2026-01-29 07:25:28,""Hi, Kak. Maaf banget ya buat kendalanya. Biar Shalma bantu cek, mohon infokan detail kendalanya melalui DM Instagram @alfagift_idn dengan memberikan kode #3281111 ya. Kejadian ini akan Shalma jadikan evaluasi untuk lebih baik lagi Kak. Terima kasih :) ^Es"",2026-01-29 08:25:29,4.46.0";
"6f54f191-c70b-49f0-9979-5fddd349416d,Ikha Himalaya,https://play-lh.googleusercontent.com/a-/ALV-UjWYmt_1ROIbwK5K8iqcYIt4Gb7x7k0X7p80ingLEmIgEEd4-MNc,sekarang udah males belanja di Alfa. setiap blanja kadang gak sesuai harga. blm lagi kadang yg di beli barang nya cuma 1 tapi di scan 2x. alhasil bayar nya double. malah gak ada struck blanja nya print langsung. dan gak bisa cek langsung karna struck blanja nya masuk k aplikasi. jadi kalo gak punya paket data gak bisa ngecek langsung. alhasil udah pulang sampe d rumah baru ketauan kalo blanjanya lebih jumlah nya. sumpah jadi males banget. sebagai pembeli ngerasa di tipu,1,1,4.47.1,2026-04-04 08:00:43,""Hai, Kak. Mohon maaf atas ketidaknyamanan terkait kendala transaksi tersebut. Kami sangat menyesal atas pengalaman yang kurang menyenangkan ini. Kakak dapat menghubungi Shalma melalui DM Instagram Alfagift dengan melampirkan kode #3574802 agar dibantu pengecekan. 😔^ts"",2026-04-04 09:02:23,4.47.1";
"8abadfe5-27df-4b7f-9922-70049d1dbcf8,Merisani Harefa,https://play-lh.googleusercontent.com/a-/ALV-UjWKErs3cxiOcv9-HpYAu9EDY128o01lvwhp0wulwr4W0xulmr0,""Ini gimana ya saat belanja kita di minta untuk atur pengiriman. Saya tadi pilih pengiriman satu jam sesudah pembayaran, tapi ini malah lebih satu jam ga dikirim kirim. Kalo begini mah mending ga usah pake fitur atur pengiriman. Di chat juga di pihak alfa gift nya gada respon sama sekali. Sangat"""" Slow respon banget ya, apalagi dari pihak admin chat nya."",3,5,4.47.1,2026-03-24 10:05:19,""Hai, Kak! Mohon maaf atas kendala pengiriman yang terjadi. Untuk pengecekan lebih lanjut terkait pesanan ini, Kakak dapat menghubungi Shalma melalui DM Instagram Alfagift dengan melampirkan kode #3522432 agar dibantu pengecekan.😊^Ynaa"",2026-03-24 11:37:42,4.47.1";
"7f521d65-a4c2-41fc-a646-80ba1729b935,yaomi inaya,https://play-lh.googleusercontent.com/a-/ALV-UjXVrbQ9tTtGyTep4vXohNOfepmOW-d0bIp-b_M9VdQvtxoz3oco,""Sangat kecewa. Chat tidak dibaca, pengiriman lama. Bikin bete. Kalau gitu, mending beli ke tempatnya langsung. Untuk promo+voucher oke sih, tapi dilihat dari responnya jelek banget. Mending tidak perlu buat aplikasi sekalian"",1,1,4.47.1,2026-04-05 11:51:37,""Hai, Kak. Mohon maaf atas ketidaknyamanan terkait respon chat dan durasi pengiriman. Kami akan terus meningkatkan kualitas layanan kami. Kakak dapat menghubungi Shalma melalui DM Instagram Alfagift dengan melampirkan kode #3581282 agar dibantu pengecekan. 😊^Fini"",2026-04-05 12:00:05,4.47.1";
"0ead8a62-39a8-4ed7-ac85-043bbbfc4b2f,Dr. Coco but humanized,https://play-lh.googleusercontent.com/a-/ALV-UjXSifaSu42IiFbvSk0XXKKRT-dLUsNdS8RSeObiWyd4-CaWt224,lama banget wkwk 5 jam blom nyampe. pinteran kurirnya bisa nunda kirim dengan jawaban ngasal. Jadi ngaret 5 jam pun ga ngaruh walau janjinya maksimal 1 jam. tolong diperbaiki sistem nganternya atau gw pindah ke toko sebelah.,1,2,4.47.1,2026-04-04 06:25:05,""Hai, Kak. Mohon maaf atas ketidaknyamanan terkait keterlambatan pengiriman pesanan Kakak. Kami akan melakukan evaluasi agar layanan pengantaran lebih baik lagi. Kakak dapat menghubungi Shalma melalui DM Instagram Alfagift dengan melampirkan kode #3574496 agar dibantu pengecekan. 🙏^ts"",2026-04-04 07:28:54,4.47.1";
"c2c54ec6-699d-44b4-941d-c5130fdc056d,Aldy Angga,https://play-lh.googleusercontent.com/a/ACg8ocLQt25ToKCie1Oud8hkfAXTeQe5BVTd9RIwpOMNkZICFTzQTA=mo,Sangat kecewa dengan pelayanan toko melalui pemesanan di Alfa gift . sudah lama saya menggunakan alfa gift sampai grade sudah di grade ke 4. tapi sangat disayangkan kemarin pesan di alfa gift pesannya sore tapi sampai besok paginya pesanan tidak kunjung datang. dan lebih kecewa lagi saya mencoba bertanya lewat chat di aplikasi tapi hanya dibaca tapi tidak ditanggapi. pelayanan tidak semenarik iklannya. saya sudah mengadu ke alfacare lewat E-mail tapi sama saja ribet. intinya sangt kecewa. parah,1,0,4.47.1,2026-04-10 11:48:56,""Hai, Kak. Mohon maaf atas ketidaknyamanan terkait keterlambatan pesanan dan kendala respons chat di Alfagift. Kami sangat menyesalkan pengalaman ini. Kakak dapat menghubungi Shalma melalui DM Instagram Alfagift dengan melampirkan kode #3604235 agar dibantu pengecekan. 😔^ts"",2026-04-11 03:37:04,4.47.1";
"0862042a-b63f-424a-a2ff-c7312c4de4f4,Leni Febrianti,https://play-lh.googleusercontent.com/a-/ALV-UjWVboVRpGVUIc2-B7RsoGi-PEkFC6HIgZ3AJY7QCK39azmAoZ6b1A,""Untuk bagian pengiriman sangat cepat sesuai permintaan cust, jarang ada kendala dan hampir tidak pernah ada kendala selama ini dan kurir ramah sekali. Untuk aplikasinya juga bagus, ada menu chat kurirnya, juga ada lacak pesanan, ada receipt pesanan. Menurutku semua ok. aku lebih suka alfagift daripada aplikasi merchant lainnya. sejauh ini sudah terbukti bagus."",5,9,4.47.1,2026-03-13 06:29:21,,,4.47.1";
"29898977-7d10-4788-a0a8-85fc3cd42f14,Devia Tiara Putri,https://play-lh.googleusercontent.com/a-/ALV-UjXOLD7n8YFL_bZraLlhujonWOiP2wfPOF-7FxRCRjdt93d2pxHG,""buat apa ada fitur pengiriman maks 1 jam sudah diterima kalau masih lama jugaa kita klik pengiriman 1 jam sesudah pembayaran, 2 jam belum nyampe juga , katanya ini juga yg nunggu 3 jam barangnya masih ditoko ,mending hapus deh fiturnya soalnya engga berguna juga"",1,9,4.47.1,2026-03-07 07:47:56,""Hai Kak, mohon maaf atas ketidaknyamanan yang dialami. Kami terus berupaya meningkatkan kualitas layanan agar lebih baik. Terkait dengan kendala yang Kakak alami, mohon bantu kirim nomor pesanan & detail kendala via DM ke IG @Alfamart/@Alfagift_idn atau pusat bantuan Alfagift dengan kode #3437359. Terima kasih ^raf"",2026-03-08 05:50:36,4.47.1";
"e6186cc3-191a-46fd-8426-b6c5bd26898a,Indriana Amalia,https://play-lh.googleusercontent.com/a-/ALV-UjUtAC33y0-Df2InTLPl6I9myFGxuiJZexzIx39ysHPDZyDDu_Q,""Pengirimannya lamaaa bangetttt dan kurang komunikatif juga. mungkin bisa ya ditambahkan fitur lacak lokasi kurir sudah sampai dimana biar customer juga tau pesanannya sampai dimana. Sudahmah lamaa bangetttt, kurang komunikatif jugaa dalam memberikan informasinya"",1,4,4.47.1,2026-03-28 12:37:08,""Hai, Kak. Kami memohon maaf atas ketidaknyamanan terkait durasi pengiriman dan komunikasi kurir. Masukan Kakak mengenai fitur lacak lokasi sangat berharga bagi kami. Kakak dapat menghubungi Shalma melalui DM Instagram Alfagift dengan melampirkan kode #3541783 agar dibantu pengecekan. 🙏^kip"",2026-03-29 09:00:13,4.47.1";
"872679ad-7429-4ef7-a856-022a8ef11746,Kamal Ashter,https://play-lh.googleusercontent.com/a/ACg8ocLd0Ju__zado3STKKVJMipoR7P1wpcSgKhwoIb8qBKrA5UtHw=mo,""dari full bintang ke bintang 1 aja, awalnya nyaman dan puas banget tapi sekarang pengiriman pindah toko, dan pengiriman tidak sesuai estimasi waktu, selalu saja molor dan banyak alasandari jam 4 sampai jam 10 malam baru nyampe, itu bukan sekali aja. tp berkali kali"",1,3,4.47.1,2026-03-25 08:15:42,""Hai Kak, mohon maaf atas ketidaknyamanan yang dialami. Kami terus berupaya meningkatkan kualitas layanan agar lebih baik. Terkait dengan kendala yang Kakak alami, mohon bantu kirim nomor pesanan & detail kendala via DM ke IG @Alfamart/@Alfagift_idn atau pusat bantuan Alfagift dengan kode #3021234. Terima kasih ^raf"",2026-03-25 08:28:54,4.47.1";
"41c0a42c-908e-4ec6-bb82-37e6e92c37e2,Tamuramaro Kamachi,https://play-lh.googleusercontent.com/a-/ALV-UjVrXaRDSTiKii3O8aQd4Wsu64rL5fedjGsncWVFHE5PtRUC1Jg,""selalu dikecewakan setiap kali menggunakan layanan pengantaran.. di awal saya diberi info sedang dikemas, lalu beberapa menit kemudian dalam pengiriman.. setelah 30 - 40 mnt ditunggu, saya dapet pesan terjadi kendala dan sebagainya yang membuat saya perlu menunggu lebih lama lagi. ini selalu terjadi.. saya harap bisa diperbaiki lagi.. jika masih blm ada perbaikan mungkin saya akan sebut toko alfanya daerah mana"",1,104,4.46.0,2026-01-19 09:54:32,""Hai, Kak. Mohon maaf atas ketidaknyamanannya terkait kendala pengiriman yang sering terjadi. Kami akan segera melakukan evaluasi agar layanan kami lebih baik lagi ke depannya. Kakak dapat menghubungi Shalma melalui DM Instagram Alfagift dengan melampirkan kode #3257407 agar dibantu pengecekan. 🙏"",2026-01-19 10:48:03,4.46.0";
"99d48e72-544c-4630-9424-f4ebbe0eba70,Azqya Savitri Bilqis,https://play-lh.googleusercontent.com/a/ACg8ocJAVlf1-Yvv1iawVDbOYkIL58d74qTQgkAyGWXOGALICDhVvA=mo,""pelayanan alfagiftnya lama, waktu itu ditunggu dari pagi dateng malem. abis tuh berubah jdi cuma nunggu 1 jam, sekarang malah balik lagi ke setelan awal. mana pernah lagi beli barang ga dateng semua padahal udah bayar dengan harga full. buat aplikasinya sering banget log out sendiri. notifikasinya kalo gadiliat satu-satu gabisa dihapus, ganggu pemandangan."",1,61,4.46.0,2026-02-11 14:58:45,""Hai, Kak! Mohon maaf atas kendala yang terjadi. Terkait pelayanan Alfagift yang kurang memuaskan dan kendala aplikasi, Kakak dapat menghubungi Shalma melalui DM Instagram Alfagift dengan melampirkan kode #3318514 agar dibantu pengecekan. 😊 ^ts"",2026-02-12 08:12:30,4.46.0";
"26cc4714-f2b6-41bd-b840-72ff2e461bea,M. Mukhtar Shodiq,https://play-lh.googleusercontent.com/a-/ALV-UjVvGbwQNP86II_vZr_h7ohFumHJ6Dk-crSyiLJ29Di_g3v8YBvh,""Mungkin ini gimana cabangnya, tapi pesen masih di jam pengiriman kok sampe tengah malem juga belum dianter? Udah itu statusnya dalam pengiriman, gimana bisa refund kalo udah diubah duluan, jalan engga, tepat waktu engga, amanah engga, gimana sih? Tolong perbaiki semua sistemnya. Barang fresh mau dipake aja jadi cuma angan-angan doang."",1,34,4.46.0,2026-01-24 17:14:44,""Hi, Kak. Mohon maaf atas ketidaknyamanannya. Mohon infokan nomor pesanan Alfagift Kakak melalui DM Instagram @alfagift_idn dengan memberikan kode #3270266 agar dapat Shalma bantu cek ya. Terima kasih 😊️ ^ad"",2026-01-25 07:27:50,4.46.0";
"c2a7d9bd-657e-4693-a0be-e1a5461681c5,Hersa Nouzen,https://play-lh.googleusercontent.com/a-/ALV-UjWW15idTuaZyru7FQ11A4GXcaex1Z15htmdHSvwIvXl03_ikkJZ,""sangat-sangat lambattt.. pesan di jam 07.56 malam, sampai pas jam 9 malam status pengiriman barang tertunda. tau gitu saya tinggal beli di indomaret dekat tempat tinggal saya. mana ga direspon lg chat saya sama org tokonya. sebelumnya mau rekomendasi in ke rekan kantor biar gampang kalo belanja, karna sering naik motor keluar pas jam istirahat. eh malah saya sendiri mau uninstall apk nya. apk ga guna, kecewa berat. untung belum ngomong ke mereka"",1,30,4.46.0,2026-01-21 14:07:57,""Hi, Kak, maaf banget ya buat kendalanya. Biar Shalma bantu cek, mohon infokan detail kendalanya melalui DM Instagram @alfagift_idn dengan memberikan kode #3262369 ya. Kejadian ini akan Shalma jadikan evaluasi untuk lebih baik lagi Kak. Terima kasih :) ^js"",2026-01-21 17:35:37,4.46.0";
"51b87c4d-fc52-423b-a081-2b32ba138bae,hei ндин comell,https://play-lh.googleusercontent.com/a-/ALV-UjWKrer5Uq2z-olqr-rvkz6lVukJVUjUA1LmZiNYQJidJKWtYVTL,""SEGERA INSTALLL!!! WAJIBB!!! BENERAN GA ADA ONGKIRRR!!! aku udah pake ini 6 bulan... ga ada tuh ongkir². bahkan beli di jam 20.59 masih bisa diantar 30 menit kemudian. banyak diskon juga. terus kalo barangnya tiba² habis atau jelek, mereka konfirmasi dulu dikasih opsi lain. pokoknya komunikatif staff nya juga. makasih buat Alfamart sekarkemuning... udah ngeladenin orderan aku yg mepet² waktu. worth it gess daripada apk ssebelah"",5,5,4.47.1,2026-03-25 14:34:49,,,4.47.1";
"43818aad-4479-484a-b448-afb1ee2751fc,Siti Masitoh,https://play-lh.googleusercontent.com/a-/ALV-UjUJ6ORlmLEKn3Ke7Raylx7bB6-bQj_UdD08-E1xZo3ni7XP8tdF,""pertama kali pake alfagift sumpaahh kecewaaa, yg mau download trus belanja lewat aplikasi ini mending mikir2 lagi deh. masih bagus pake app yg ijo2 walau kena ongkir tapi proses pengantaran cepet, ada estimasi waktunya. app yg ini paraahhh banget, lelet, gak ada estimasi waktu sampai kapan, chat juga slow respon. padahal dpt toko yg cuma 1km tapi lamanya minta ampun. mikir2 lagi dah yg mau belanja pake app ini"",1,1,4.47.1,2026-04-05 14:18:00,""Hai, Kak. Mohon maaf atas ketidaknyamanan terkait kendala pengiriman pesanan Kakak. Kami akan segera melakukan evaluasi agar layanan pengantaran lebih baik lagi. Kakak dapat menghubungi Shalma melalui DM Instagram Alfagift dengan melampirkan kode #3582204 agar dibantu pengecekan. 🙏^Fini"",2026-04-06 05:16:14,4.47.1";
"cba86e08-723b-433f-99ff-0991708056b3,Vivi Kristina Sari,https://play-lh.googleusercontent.com/a-/ALV-UjVi3I4jGpVnctOzwZQ3yDJmUE-d4qBEXhELOng7WU4gwJnjWmBsNA,""payah, pengiriman lama. Saya pesan untuk dikirim maksimal 1 jam setelah pembayaran, tapi sampe 4 jam masih dalam proses. Pesanan saya ga dikirim2. Pernah saya pesan bahan masakan untuk buka puasa tp malah baru dikirim pas mepet buka puasa, padahal kan saya pesan dari jam 11 siang."",1,2,4.47.1,2026-03-29 11:01:03,""Hai Kak, mohon maaf atas ketidaknyamanan yang dialami. Kami terus berupaya meningkatkan kualitas layanan agar lebih baik. Terkait dengan kendala yang Kakak alami, mohon bantu kirim nomor pesanan & detail kendala via DM ke IG @Alfamart/@Alfagift_idn atau pusat bantuan Alfagift dengan kode #3545832. Terima kasih ^raf"",2026-03-29 11:07:41,4.47.1";
"f3c15668-fdb8-4853-a305-06837eb689ac,Aiduhay April,https://play-lh.googleusercontent.com/a/ACg8ocJVayqlf8v-h63f27R3dRei45ZDBQ8V6aykP_W-JFsGufl3NQ=mo,pembelanjaan saya kurang 1 pcs . sudah saya kirim bukti foto nya . dan tidak ada pengiriman kembali barang yg kurang . info dari chat nya akan di kirim tetapi tidak di kirim sampai from chat nya tertutup otomatis karna pesenan telah selesai . padhal saya tidak meng klik pesanan selesai . mengecewakan !,1,15,4.46.0,2026-02-12 07:13:58,""Hai, Kak. Mohon maaf atas kendala yang terjadi. Terkait pesanan yang kurang, Kakak dapat menghubungi Shalma melalui DM Instagram Alfagift dengan melampirkan kode #3319401 agar dibantu pengecekan. 😊^ts"",2026-02-12 07:58:38,4.46.0";
"5fc768d8-9d21-41e2-a234-5d464ab45eb6,Arif Munandar,https://play-lh.googleusercontent.com/a/ACg8ocJwmeGkKX3h6dH47wQvXEcs6s3WU1l8d3TZo-SrDvJvXumJAw=mo,""alfagift ini tambah lama tambah jelek... respon & pengirimannya!! dulu respon cepat pengiriman ceapt bgt.. skrg kita cht apa pun ga ada yg du respon padahl online, pengirimannya lama bgtttttt pdhl pilih opsi pngiriman jm 10-12 siang.. sampe jam 01.24 pun blm di kirim. di cht di apk g bls. tiba"""" bls udh di titik padahl sya udh bilng g ush di antr sya udh kesel. msih ttp di anter kocak!! pas sya cek ulasan"""" nya trnyta banyak yg ngalamin.. kirain sya doang rata"""" hampir semua ulasan sama semua.."",1,5,4.47.0,2026-03-09 08:35:37,""Hai, Kak. Mohon maaf atas kendala yang terjadi. Kami mengerti kekecewaan Kakak terkait respon dan pengiriman Alfagift. Kakak dapat menghubungi Shalma melalui DM Instagram Alfagift dengan melampirkan kode #3448862 agar dibantu pengecekan. 🙏^ts"",2026-03-09 10:05:02,4.47.0";
"d9caa471-c33d-4ca2-a06e-895d7f2d5ee5,Tiara Resti Septiyani,https://play-lh.googleusercontent.com/a/ACg8ocIDoiGaHTk_pZfUoKZhev1a4Iu4gGX60u1nRxq7bb6odf3-Ig=mo,""udah beberapa kali dapet pengiriman toko nya jauh, ampe dijutekin kurir, terakhir order dapet yg 5km, padahal sebelum nya bisa dapet toko2 yg deket, yg masih 1km-an, Akhirnya daripada keulang kejadian dijutekin, mending tak batalin, ini sudah 1x24 jam dan entah kenapa keesokan harinya toko nya ngechat lg nanya nama,no rekening, padahal pas pengembalian dana udah isi form kan ya, masa ga muncul di sistem toko nya? pantes refund nya lama."",1,0,4.47.1,2026-04-01 15:06:56,""Hai, Kak Tiara. Maaf banget atas kendala yang terjadi. Jika masih terjadi kendala, Kakak dapat menghubungi Shalma melalui DM Instagram Alfagift dengan melampirkan kode Tiket #3562616 agar dibantu pengecekan. Kejadian ini akan Shalma jadikan evaluasi untuk lebih baik lagi. Terima kasih :) ^ds"",2026-04-02 01:55:57,4.47.1";
